,count_spelling_errors,text_length,num_sentences,num_words,avg_word_length,num_unique_words,function_word_frequency,content_word_frequency,spelling_errors,quote_frequency,uppercase_frequency,punctuation_frequency,adverb_frequency,past_tense_verb_frequency,present_tense_verb_frequency,pronoun_frequency,coordinating_conjunction_frequency,negative_word_proportion,named_entity_frequency,adjective_frequency,proper_noun_frequency,modal_frequency,determiner_frequency,interrogative_adverb_frequency,interrogative_pronoun_frequency,preposition_frequency,negation_adverb_frequency,degree_adverb_frequency,manner_adverb_frequency,demonstrative_pronoun_frequency,possessive_pronoun_frequency,reflexive_pronoun_frequency,reciprocal_pronoun_frequency,indefinite_pronoun_frequency,possessive_adjective_frequency,demonstrative_adjective_frequency,indefinite_adjective_frequency,interrogative_adjective_frequency,exclamatory_adjective_frequency,auxiliary_verb_frequency,modal_verb_frequency,modifier_adverb_frequency,linking_adverb_frequency,place_adverb_frequency,subordinating_conjunction_frequency,correlative_conjunction_frequency,interjection_frequency,onomatopoeia_frequency,palindrome_frequency
2500,19.0,1620.0,9.0,308.0,4.178571428571429,162.0,131.0,177.0,19.0,0.0,34.0,24.0,18.0,8.0,50.0,24.0,14.0,0.106,3.0,23.0,5.0,6.0,28.0,7.0,2.0,28.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,13.0,6.0,2.0,0.0,1.0,7.0,4.0,0.0,0.0,9.0
2501,13.0,2031.0,20.0,431.0,3.823665893271462,202.0,191.0,240.0,13.0,0.0,78.0,45.0,21.0,4.0,68.0,48.0,22.0,0.056,2.0,30.0,19.0,12.0,29.0,2.0,6.0,46.0,6.0,2.0,2.0,12.0,6.0,0.0,0.0,5.0,6.0,12.0,2.0,5.0,6.0,26.0,12.0,2.0,0.0,2.0,3.0,6.0,0.0,0.0,20.0
2502,36.0,4305.0,33.0,865.0,3.9791907514450866,276.0,439.0,426.0,36.0,0.0,41.0,56.0,61.0,7.0,156.0,87.0,37.0,0.069,4.0,56.0,5.0,22.0,59.0,10.0,3.0,110.0,23.0,5.0,6.0,22.0,4.0,1.0,0.0,19.0,4.0,22.0,8.0,3.0,3.0,42.0,21.0,5.0,0.0,14.0,14.0,13.0,0.0,0.0,18.0
2503,12.0,2686.0,33.0,539.0,4.029684601113172,235.0,245.0,294.0,12.0,0.0,60.0,42.0,25.0,2.0,97.0,52.0,22.0,0.01,1.0,31.0,9.0,18.0,42.0,3.0,8.0,60.0,3.0,7.0,4.0,18.0,11.0,1.0,0.0,8.0,11.0,18.0,5.0,8.0,11.0,31.0,18.0,7.0,0.0,2.0,6.0,7.0,0.0,1.0,18.0
2504,7.0,592.0,5.0,127.0,3.779527559055118,68.0,54.0,73.0,7.0,0.0,6.0,23.0,5.0,0.0,29.0,12.0,9.0,0.027,0.0,1.0,1.0,4.0,7.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,9.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0
2505,11.0,2297.0,25.0,472.0,3.944915254237288,214.0,194.0,278.0,11.0,0.0,44.0,68.0,26.0,3.0,72.0,40.0,15.0,0.121,5.0,25.0,5.0,11.0,34.0,6.0,2.0,53.0,4.0,4.0,4.0,14.0,6.0,0.0,0.0,12.0,6.0,14.0,9.0,2.0,4.0,28.0,10.0,4.0,0.0,2.0,6.0,5.0,0.0,0.0,17.0
2506,8.0,1912.0,18.0,381.0,4.078740157480315,164.0,176.0,205.0,8.0,0.0,18.0,32.0,20.0,5.0,59.0,31.0,19.0,0.146,3.0,19.0,1.0,12.0,40.0,0.0,8.0,39.0,7.0,3.0,2.0,12.0,6.0,0.0,0.0,7.0,6.0,12.0,5.0,4.0,4.0,22.0,12.0,3.0,1.0,0.0,5.0,2.0,0.0,0.0,9.0
2507,5.0,1511.0,12.0,289.0,4.193771626297578,145.0,129.0,160.0,5.0,0.0,20.0,15.0,18.0,5.0,49.0,39.0,10.0,0.134,2.0,10.0,2.0,10.0,20.0,4.0,3.0,45.0,3.0,2.0,1.0,11.0,5.0,0.0,0.0,9.0,5.0,11.0,1.0,3.0,2.0,12.0,10.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,9.0
2508,14.0,1581.0,16.0,324.0,3.9166666666666665,150.0,152.0,172.0,14.0,0.0,51.0,24.0,14.0,5.0,56.0,36.0,19.0,0.113,1.0,13.0,6.0,8.0,17.0,1.0,4.0,39.0,5.0,0.0,0.0,13.0,8.0,1.0,0.0,9.0,8.0,13.0,4.0,3.0,3.0,19.0,7.0,0.0,0.0,4.0,6.0,5.0,1.0,0.0,10.0
2509,8.0,1439.0,20.0,275.0,4.341818181818182,146.0,92.0,183.0,8.0,0.0,32.0,44.0,15.0,0.0,43.0,6.0,17.0,0.091,2.0,23.0,3.0,9.0,15.0,2.0,0.0,22.0,4.0,2.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,6.0,1.0,0.0,1.0,16.0,9.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0
2510,24.0,1192.0,7.0,256.0,3.66015625,102.0,145.0,111.0,24.0,0.0,12.0,7.0,11.0,0.0,63.0,37.0,11.0,0.047,0.0,7.0,1.0,2.0,17.0,1.0,7.0,24.0,6.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,15.0,1.0,6.0,6.0,14.0,2.0,0.0,0.0,6.0,2.0,10.0,0.0,0.0,4.0
2511,13.0,1489.0,14.0,319.0,3.7147335423197494,165.0,125.0,194.0,13.0,0.0,69.0,37.0,24.0,7.0,47.0,31.0,10.0,0.075,1.0,21.0,18.0,6.0,25.0,1.0,1.0,30.0,5.0,2.0,7.0,10.0,4.0,0.0,0.0,7.0,4.0,10.0,6.0,1.0,1.0,20.0,6.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,22.0
2512,9.0,2681.0,26.0,535.0,3.8616822429906543,221.0,214.0,321.0,9.0,0.0,90.0,64.0,45.0,5.0,69.0,37.0,20.0,0.141,4.0,30.0,19.0,15.0,44.0,3.0,2.0,50.0,16.0,1.0,5.0,3.0,7.0,0.0,0.0,17.0,7.0,3.0,13.0,2.0,2.0,29.0,15.0,1.0,1.0,0.0,11.0,12.0,0.0,0.0,18.0
2513,16.0,2458.0,27.0,496.0,4.05241935483871,217.0,197.0,299.0,16.0,0.0,42.0,59.0,17.0,3.0,90.0,28.0,23.0,0.05,3.0,34.0,3.0,3.0,41.0,2.0,7.0,55.0,4.0,1.0,1.0,12.0,3.0,0.0,0.0,11.0,3.0,12.0,5.0,6.0,6.0,11.0,3.0,1.0,0.0,2.0,5.0,13.0,0.0,0.0,9.0
2514,27.0,2043.0,17.0,406.0,4.039408866995074,179.0,192.0,214.0,27.0,0.0,22.0,24.0,20.0,5.0,76.0,37.0,25.0,0.056,2.0,20.0,2.0,12.0,45.0,4.0,2.0,33.0,4.0,3.0,5.0,15.0,8.0,0.0,0.0,3.0,8.0,15.0,1.0,2.0,2.0,21.0,12.0,3.0,1.0,4.0,6.0,7.0,0.0,0.0,12.0
2515,11.0,1326.0,12.0,275.0,3.6036363636363635,125.0,110.0,165.0,11.0,0.0,72.0,25.0,13.0,11.0,26.0,18.0,13.0,0.116,3.0,19.0,27.0,8.0,29.0,3.0,0.0,29.0,1.0,0.0,4.0,5.0,1.0,0.0,0.0,6.0,1.0,5.0,5.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,12.0
2516,5.0,1599.0,15.0,333.0,3.891891891891892,143.0,137.0,196.0,5.0,0.0,32.0,39.0,11.0,1.0,49.0,21.0,18.0,0.07,1.0,18.0,4.0,7.0,33.0,0.0,2.0,40.0,3.0,0.0,1.0,15.0,1.0,0.0,0.0,8.0,1.0,15.0,7.0,2.0,3.0,13.0,7.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,13.0
2517,11.0,1622.0,15.0,321.0,4.087227414330218,148.0,161.0,160.0,11.0,0.0,24.0,24.0,8.0,0.0,62.0,27.0,12.0,0.047,4.0,13.0,6.0,10.0,36.0,0.0,3.0,41.0,1.0,0.0,2.0,8.0,2.0,0.0,0.0,14.0,2.0,8.0,11.0,3.0,3.0,21.0,10.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,18.0
2518,9.0,2727.0,37.0,554.0,3.9747292418772564,217.0,233.0,321.0,9.0,0.0,39.0,71.0,43.0,1.0,85.0,26.0,22.0,0.19,3.0,28.0,10.0,20.0,55.0,4.0,2.0,39.0,9.0,1.0,10.0,12.0,4.0,2.0,0.0,11.0,4.0,12.0,5.0,0.0,1.0,38.0,20.0,1.0,0.0,4.0,3.0,5.0,0.0,0.0,19.0
2519,9.0,618.0,6.0,123.0,4.154471544715447,79.0,48.0,75.0,9.0,0.0,8.0,17.0,7.0,0.0,22.0,8.0,3.0,0.018,0.0,11.0,0.0,4.0,8.0,2.0,1.0,11.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,11.0,3.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,4.0
2520,7.0,1579.0,5.0,337.0,3.7270029673590503,140.0,159.0,178.0,7.0,0.0,6.0,33.0,15.0,3.0,53.0,27.0,20.0,0.163,2.0,16.0,0.0,7.0,26.0,0.0,3.0,44.0,6.0,0.0,1.0,10.0,2.0,0.0,0.0,5.0,2.0,10.0,4.0,3.0,3.0,18.0,6.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,5.0
2521,14.0,2064.0,43.0,469.0,3.633262260127932,175.0,126.0,343.0,14.0,0.0,158.0,88.0,25.0,24.0,55.0,24.0,11.0,0.13,13.0,37.0,41.0,8.0,33.0,4.0,2.0,36.0,3.0,2.0,6.0,7.0,4.0,0.0,0.0,10.0,4.0,7.0,3.0,0.0,0.0,12.0,6.0,2.0,0.0,2.0,7.0,3.0,2.0,0.0,17.0
2522,16.0,1616.0,19.0,343.0,3.690962099125364,154.0,160.0,183.0,16.0,0.0,29.0,39.0,24.0,8.0,66.0,31.0,12.0,0.166,0.0,29.0,3.0,3.0,20.0,1.0,4.0,38.0,9.0,1.0,0.0,10.0,6.0,0.0,0.0,4.0,6.0,10.0,2.0,3.0,4.0,10.0,1.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,17.0
2523,23.0,1599.0,13.0,315.0,4.057142857142857,141.0,147.0,168.0,23.0,0.0,16.0,14.0,14.0,5.0,48.0,20.0,19.0,0.088,2.0,16.0,3.0,13.0,27.0,1.0,2.0,33.0,4.0,0.0,4.0,13.0,2.0,0.0,0.0,5.0,2.0,13.0,5.0,1.0,1.0,26.0,13.0,0.0,0.0,7.0,4.0,2.0,0.0,0.0,11.0
2524,52.0,3968.0,37.0,848.0,3.777122641509434,262.0,405.0,443.0,52.0,0.0,182.0,65.0,55.0,6.0,148.0,82.0,39.0,0.048,5.0,33.0,60.0,26.0,51.0,7.0,4.0,79.0,13.0,4.0,7.0,21.0,2.0,0.0,0.0,16.0,2.0,21.0,5.0,5.0,5.0,54.0,25.0,4.0,0.0,11.0,19.0,9.0,0.0,0.0,23.0
2525,7.0,2228.0,22.0,456.0,3.8947368421052633,155.0,224.0,232.0,7.0,0.0,43.0,29.0,38.0,6.0,79.0,34.0,20.0,0.165,2.0,31.0,6.0,14.0,41.0,3.0,0.0,40.0,9.0,3.0,4.0,9.0,0.0,0.0,0.0,20.0,0.0,9.0,5.0,0.0,0.0,31.0,13.0,3.0,0.0,1.0,12.0,4.0,0.0,0.0,15.0
2526,9.0,2416.0,18.0,476.0,4.149159663865547,182.0,227.0,249.0,9.0,0.0,43.0,46.0,26.0,8.0,58.0,31.0,17.0,0.055,2.0,23.0,5.0,18.0,51.0,6.0,3.0,68.0,6.0,2.0,4.0,16.0,3.0,0.0,0.0,7.0,3.0,16.0,5.0,3.0,3.0,36.0,18.0,2.0,1.0,3.0,6.0,11.0,0.0,0.0,5.0
2527,12.0,3155.0,27.0,640.0,4.0234375,264.0,273.0,367.0,12.0,0.0,46.0,72.0,40.0,13.0,71.0,51.0,37.0,0.132,3.0,53.0,13.0,6.0,59.0,4.0,5.0,56.0,1.0,4.0,4.0,11.0,13.0,0.0,0.0,21.0,13.0,11.0,14.0,4.0,5.0,15.0,6.0,4.0,0.0,0.0,5.0,15.0,0.0,0.0,22.0
2528,14.0,3555.0,28.0,694.0,4.221902017291066,274.0,289.0,405.0,14.0,0.0,68.0,86.0,50.0,3.0,97.0,25.0,30.0,0.155,5.0,68.0,15.0,26.0,59.0,7.0,5.0,56.0,9.0,9.0,16.0,9.0,1.0,0.0,0.0,13.0,1.0,9.0,9.0,4.0,6.0,50.0,25.0,9.0,0.0,3.0,8.0,9.0,0.0,0.0,13.0
2529,27.0,1470.0,17.0,332.0,3.5783132530120483,153.0,145.0,187.0,27.0,0.0,108.0,54.0,16.0,18.0,31.0,42.0,17.0,0.063,1.0,11.0,28.0,4.0,17.0,5.0,1.0,35.0,1.0,2.0,0.0,9.0,8.0,0.0,0.0,8.0,8.0,9.0,3.0,1.0,1.0,10.0,4.0,2.0,0.0,7.0,8.0,3.0,0.0,0.0,20.0
2530,9.0,1411.0,13.0,300.0,3.7466666666666666,136.0,155.0,145.0,9.0,0.0,47.0,13.0,7.0,38.0,25.0,44.0,15.0,0.071,4.0,8.0,12.0,1.0,29.0,4.0,1.0,31.0,1.0,1.0,0.0,4.0,9.0,0.0,0.0,9.0,9.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,8.0
2531,3.0,1598.0,16.0,319.0,4.075235109717869,152.0,145.0,174.0,3.0,0.0,23.0,30.0,15.0,1.0,52.0,28.0,12.0,0.153,0.0,14.0,4.0,11.0,29.0,0.0,4.0,29.0,4.0,0.0,3.0,12.0,4.0,2.0,0.0,8.0,4.0,12.0,7.0,2.0,2.0,21.0,11.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,2.0
2532,15.0,1458.0,20.0,321.0,3.6261682242990654,145.0,140.0,181.0,15.0,0.0,43.0,38.0,11.0,13.0,45.0,46.0,9.0,0.156,0.0,27.0,8.0,4.0,24.0,1.0,2.0,31.0,6.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,7.0,0.0,2.0,3.0,8.0,4.0,0.0,0.0,2.0,12.0,5.0,2.0,0.0,13.0
2533,6.0,2221.0,21.0,433.0,4.166281755196305,217.0,207.0,226.0,6.0,0.0,35.0,31.0,35.0,0.0,70.0,38.0,17.0,0.076,4.0,35.0,3.0,10.0,29.0,2.0,8.0,51.0,13.0,4.0,8.0,10.0,6.0,1.0,0.0,15.0,6.0,10.0,4.0,7.0,7.0,23.0,10.0,4.0,0.0,1.0,7.0,10.0,0.0,0.0,9.0
2534,6.0,1566.0,16.0,333.0,3.7627627627627627,157.0,157.0,176.0,6.0,0.0,21.0,37.0,29.0,0.0,68.0,51.0,16.0,0.124,1.0,23.0,1.0,8.0,15.0,4.0,12.0,35.0,5.0,2.0,2.0,8.0,6.0,0.0,0.0,11.0,6.0,8.0,0.0,9.0,9.0,16.0,5.0,2.0,0.0,1.0,10.0,8.0,0.0,0.0,8.0
2535,13.0,1670.0,18.0,343.0,3.8979591836734695,163.0,160.0,183.0,13.0,0.0,17.0,25.0,22.0,2.0,68.0,27.0,18.0,0.045,0.0,14.0,1.0,15.0,24.0,3.0,1.0,35.0,1.0,1.0,1.0,10.0,1.0,0.0,0.0,9.0,1.0,10.0,4.0,1.0,1.0,24.0,14.0,1.0,0.0,7.0,8.0,9.0,0.0,0.0,4.0
2536,10.0,991.0,8.0,203.0,3.9014778325123154,111.0,108.0,95.0,10.0,0.0,14.0,11.0,9.0,1.0,33.0,11.0,11.0,0.085,2.0,15.0,2.0,11.0,22.0,3.0,3.0,27.0,2.0,3.0,0.0,12.0,1.0,0.0,0.0,8.0,1.0,12.0,5.0,2.0,2.0,21.0,11.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0
2537,24.0,1822.0,8.0,363.0,4.082644628099174,152.0,172.0,191.0,24.0,0.0,22.0,47.0,18.0,4.0,44.0,12.0,21.0,0.041,0.0,16.0,0.0,20.0,52.0,0.0,1.0,40.0,9.0,4.0,1.0,7.0,2.0,0.0,0.0,12.0,2.0,7.0,6.0,1.0,1.0,34.0,20.0,4.0,0.0,2.0,2.0,9.0,0.0,0.0,22.0
2538,13.0,1666.0,15.0,328.0,4.149390243902439,157.0,130.0,198.0,13.0,0.0,34.0,35.0,14.0,3.0,42.0,16.0,12.0,0.047,3.0,19.0,9.0,12.0,30.0,2.0,1.0,38.0,8.0,0.0,2.0,6.0,4.0,0.0,0.0,14.0,4.0,6.0,7.0,1.0,1.0,20.0,11.0,0.0,0.0,1.0,11.0,5.0,0.0,0.0,7.0
2539,13.0,768.0,6.0,165.0,3.7333333333333334,89.0,79.0,86.0,13.0,0.0,16.0,10.0,13.0,2.0,33.0,16.0,13.0,0.099,2.0,4.0,3.0,4.0,6.0,2.0,4.0,16.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,4.0,4.0,9.0,4.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0
2540,12.0,1789.0,23.0,357.0,4.0588235294117645,146.0,145.0,212.0,12.0,0.0,25.0,37.0,14.0,0.0,66.0,22.0,20.0,0.168,0.0,21.0,3.0,10.0,22.0,8.0,1.0,26.0,1.0,1.0,3.0,5.0,3.0,2.0,0.0,5.0,3.0,5.0,2.0,1.0,1.0,29.0,10.0,1.0,0.0,0.0,6.0,4.0,1.0,0.0,7.0
2541,20.0,3026.0,21.0,612.0,4.008169934640523,240.0,235.0,377.0,20.0,0.0,118.0,60.0,29.0,5.0,101.0,58.0,23.0,0.051,4.0,38.0,25.0,9.0,47.0,6.0,10.0,63.0,3.0,3.0,5.0,24.0,6.0,1.0,0.0,13.0,6.0,24.0,9.0,6.0,6.0,23.0,9.0,3.0,0.0,5.0,6.0,12.0,0.0,0.0,25.0
2542,5.0,2466.0,29.0,500.0,3.824,142.0,217.0,283.0,5.0,0.0,62.0,55.0,40.0,2.0,86.0,40.0,11.0,0.189,3.0,29.0,11.0,17.0,63.0,2.0,3.0,32.0,8.0,0.0,3.0,15.0,3.0,0.0,0.0,15.0,3.0,15.0,8.0,0.0,0.0,33.0,14.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,9.0
2543,16.0,1690.0,15.0,354.0,3.7937853107344632,157.0,167.0,187.0,16.0,0.0,25.0,29.0,25.0,5.0,66.0,27.0,18.0,0.091,6.0,15.0,6.0,7.0,41.0,3.0,0.0,46.0,3.0,6.0,0.0,16.0,1.0,0.0,0.0,13.0,1.0,16.0,10.0,0.0,1.0,14.0,6.0,6.0,0.0,0.0,9.0,9.0,1.0,0.0,12.0
2544,7.0,1258.0,11.0,242.0,4.194214876033058,102.0,111.0,131.0,7.0,0.0,26.0,15.0,14.0,1.0,44.0,25.0,10.0,0.075,0.0,11.0,2.0,5.0,24.0,2.0,4.0,31.0,2.0,2.0,1.0,7.0,0.0,0.0,0.0,11.0,0.0,7.0,8.0,3.0,3.0,9.0,5.0,2.0,0.0,1.0,6.0,5.0,0.0,0.0,11.0
2545,15.0,3171.0,25.0,650.0,3.9476923076923076,224.0,298.0,352.0,15.0,0.0,75.0,46.0,29.0,5.0,96.0,44.0,35.0,0.173,5.0,37.0,18.0,28.0,65.0,4.0,3.0,74.0,20.0,4.0,1.0,8.0,4.0,0.0,0.0,25.0,4.0,8.0,18.0,5.0,3.0,55.0,28.0,4.0,1.0,3.0,4.0,10.0,0.0,0.0,11.0
2546,2.0,445.0,4.0,88.0,4.045454545454546,56.0,40.0,48.0,2.0,0.0,16.0,5.0,5.0,0.0,17.0,3.0,1.0,0.042,0.0,5.0,5.0,3.0,9.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0
2547,12.0,2737.0,23.0,549.0,4.04735883424408,201.0,240.0,309.0,12.0,0.0,32.0,73.0,29.0,4.0,89.0,25.0,23.0,0.053,0.0,32.0,6.0,14.0,67.0,1.0,5.0,38.0,18.0,1.0,3.0,14.0,2.0,1.0,0.0,12.0,2.0,14.0,4.0,4.0,4.0,23.0,14.0,1.0,1.0,0.0,8.0,13.0,0.0,0.0,17.0
2548,11.0,1667.0,24.0,341.0,3.935483870967742,157.0,132.0,209.0,11.0,0.0,32.0,36.0,15.0,3.0,65.0,32.0,10.0,0.08,5.0,13.0,6.0,12.0,32.0,1.0,1.0,30.0,5.0,1.0,3.0,5.0,2.0,0.0,0.0,9.0,2.0,5.0,2.0,0.0,0.0,17.0,11.0,1.0,0.0,1.0,6.0,4.0,0.0,0.0,9.0
2549,5.0,1540.0,15.0,314.0,3.9235668789808917,126.0,155.0,159.0,5.0,0.0,14.0,22.0,16.0,2.0,67.0,41.0,19.0,0.105,2.0,8.0,1.0,7.0,18.0,1.0,8.0,34.0,5.0,3.0,1.0,10.0,4.0,0.0,0.0,12.0,4.0,10.0,7.0,8.0,8.0,15.0,7.0,3.0,0.0,6.0,9.0,8.0,1.0,0.0,7.0
2550,24.0,1131.0,3.0,238.0,3.857142857142857,104.0,109.0,129.0,24.0,0.0,36.0,27.0,25.0,5.0,47.0,15.0,9.0,0.028,5.0,21.0,16.0,3.0,6.0,12.0,1.0,22.0,2.0,5.0,0.0,5.0,1.0,0.0,0.0,2.0,1.0,5.0,1.0,1.0,2.0,9.0,3.0,5.0,0.0,0.0,11.0,4.0,2.0,0.0,17.0
2551,15.0,3067.0,29.0,625.0,3.96,244.0,288.0,337.0,15.0,0.0,70.0,44.0,34.0,6.0,100.0,42.0,21.0,0.037,3.0,43.0,13.0,21.0,68.0,5.0,6.0,76.0,4.0,8.0,5.0,25.0,6.0,0.0,0.0,17.0,6.0,25.0,10.0,6.0,6.0,35.0,20.0,8.0,0.0,5.0,13.0,9.0,2.0,0.0,20.0
2552,7.0,1517.0,16.0,320.0,3.840625,136.0,139.0,181.0,7.0,0.0,18.0,42.0,17.0,0.0,43.0,16.0,15.0,0.065,2.0,15.0,1.0,3.0,41.0,2.0,3.0,38.0,5.0,0.0,1.0,12.0,5.0,0.0,0.0,2.0,5.0,12.0,0.0,2.0,2.0,15.0,3.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,11.0
2553,13.0,1962.0,23.0,368.0,4.355978260869565,154.0,141.0,227.0,13.0,0.0,30.0,30.0,10.0,2.0,63.0,32.0,21.0,0.064,3.0,21.0,6.0,23.0,19.0,0.0,2.0,39.0,0.0,0.0,1.0,11.0,7.0,0.0,0.0,3.0,7.0,11.0,3.0,2.0,2.0,32.0,21.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,9.0
2554,9.0,1850.0,19.0,355.0,4.259154929577464,140.0,150.0,205.0,9.0,0.0,21.0,33.0,15.0,5.0,59.0,36.0,11.0,0.087,2.0,23.0,1.0,17.0,26.0,2.0,2.0,39.0,3.0,1.0,1.0,12.0,9.0,1.0,0.0,10.0,9.0,12.0,6.0,2.0,2.0,27.0,17.0,1.0,0.0,0.0,4.0,7.0,0.0,0.0,13.0
2555,7.0,2250.0,20.0,417.0,4.462829736211031,192.0,171.0,246.0,7.0,0.0,21.0,48.0,17.0,1.0,65.0,26.0,18.0,0.124,0.0,33.0,0.0,12.0,28.0,4.0,1.0,40.0,6.0,0.0,6.0,9.0,8.0,0.0,0.0,5.0,8.0,9.0,4.0,1.0,2.0,27.0,11.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,9.0
2556,6.0,3895.0,34.0,760.0,4.213157894736842,279.0,337.0,423.0,6.0,0.0,88.0,71.0,40.0,6.0,112.0,44.0,41.0,0.045,2.0,39.0,16.0,22.0,82.0,8.0,3.0,78.0,0.0,4.0,10.0,20.0,9.0,1.0,0.0,23.0,9.0,20.0,11.0,1.0,3.0,43.0,21.0,4.0,1.0,4.0,10.0,9.0,0.0,0.0,29.0
2557,14.0,1632.0,18.0,341.0,3.8592375366568916,144.0,143.0,198.0,14.0,0.0,48.0,37.0,20.0,6.0,60.0,36.0,14.0,0.067,5.0,14.0,11.0,9.0,24.0,2.0,5.0,35.0,4.0,3.0,1.0,10.0,2.0,1.0,0.0,9.0,2.0,10.0,2.0,5.0,5.0,24.0,9.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,12.0
2558,11.0,1939.0,20.0,382.0,4.091623036649215,134.0,186.0,196.0,11.0,0.0,54.0,31.0,16.0,0.0,51.0,10.0,12.0,0.134,0.0,24.0,11.0,8.0,50.0,0.0,0.0,48.0,7.0,0.0,1.0,13.0,2.0,0.0,0.0,9.0,2.0,13.0,1.0,0.0,0.0,19.0,8.0,0.0,0.0,3.0,8.0,4.0,1.0,0.0,18.0
2559,10.0,1478.0,8.0,287.0,4.167247386759582,148.0,134.0,153.0,10.0,0.0,36.0,11.0,18.0,0.0,53.0,35.0,14.0,0.123,0.0,23.0,7.0,7.0,22.0,4.0,2.0,29.0,3.0,5.0,4.0,7.0,5.0,0.0,0.0,8.0,5.0,7.0,5.0,1.0,1.0,15.0,7.0,5.0,0.0,2.0,9.0,8.0,0.0,0.0,9.0
2560,12.0,2899.0,38.0,606.0,3.8844884488448845,231.0,255.0,351.0,12.0,0.0,141.0,65.0,42.0,6.0,93.0,49.0,19.0,0.092,9.0,40.0,21.0,17.0,40.0,3.0,4.0,67.0,20.0,2.0,4.0,11.0,15.0,0.0,0.0,18.0,15.0,11.0,9.0,5.0,6.0,34.0,14.0,2.0,1.0,0.0,17.0,9.0,0.0,0.0,22.0
2561,10.0,2809.0,41.0,612.0,3.6748366013071894,227.0,263.0,349.0,10.0,0.0,57.0,75.0,49.0,2.0,108.0,63.0,35.0,0.176,3.0,40.0,4.0,15.0,40.0,3.0,4.0,42.0,13.0,5.0,8.0,19.0,5.0,0.0,0.0,12.0,5.0,19.0,7.0,2.0,2.0,32.0,14.0,5.0,0.0,6.0,7.0,13.0,2.0,0.0,23.0
2562,29.0,2217.0,7.0,460.0,3.8347826086956522,186.0,259.0,201.0,29.0,0.0,32.0,17.0,27.0,19.0,77.0,42.0,24.0,0.065,7.0,16.0,8.0,10.0,38.0,2.0,1.0,62.0,3.0,1.0,1.0,24.0,5.0,0.0,0.0,17.0,5.0,24.0,6.0,0.0,0.0,26.0,9.0,1.0,0.0,10.0,13.0,2.0,0.0,0.0,17.0
2563,5.0,1356.0,16.0,275.0,3.941818181818182,130.0,123.0,152.0,5.0,0.0,43.0,23.0,10.0,2.0,57.0,33.0,10.0,0.187,0.0,9.0,10.0,5.0,14.0,3.0,2.0,30.0,3.0,0.0,0.0,10.0,8.0,0.0,0.0,7.0,8.0,10.0,3.0,2.0,2.0,13.0,5.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,7.0
2564,3.0,1159.0,8.0,228.0,4.114035087719298,124.0,104.0,124.0,3.0,0.0,10.0,18.0,12.0,0.0,41.0,17.0,8.0,0.0,1.0,21.0,1.0,7.0,15.0,2.0,2.0,24.0,2.0,1.0,2.0,5.0,3.0,1.0,0.0,12.0,3.0,5.0,8.0,2.0,1.0,14.0,7.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,8.0
2565,13.0,1678.0,16.0,373.0,3.576407506702413,141.0,194.0,179.0,13.0,0.0,17.0,42.0,39.0,3.0,87.0,52.0,24.0,0.199,1.0,16.0,0.0,7.0,22.0,3.0,6.0,37.0,0.0,3.0,1.0,11.0,3.0,0.0,0.0,11.0,3.0,11.0,5.0,6.0,6.0,23.0,5.0,3.0,0.0,3.0,8.0,13.0,0.0,0.0,4.0
